fighter,weight_class,elo,record,fights,wins,losses,draws,win_rate,finish_rate,last_fight,rank
Robert Peralta,Featherweight,1513.6,4-3-1,8,4,3,1,50.0,50.0,2015-04-04,79
Iuri Alcantara,Featherweight,1513.2,2-1-0,3,2,1,0,66.7,0.0,2012-06-23,80
Ricky Glenn,Featherweight,1513.2,3-2-0,5,3,2,0,60.0,0.0,2018-11-30,80
Steven Siler,Featherweight,1510.8,5-4-0,9,5,4,0,55.6,40.0,2014-07-26,82
Dennis Bermudez,Featherweight,1510.5,9-7-0,16,9,7,0,56.2,33.3,2018-07-14,83
Gabriel Santos,Featherweight,1509.6,2-2-0,4,2,2,0,50.0,50.0,2025-02-08,84
Gavin Tucker,Featherweight,1509.4,4-3-0,7,4,3,0,57.1,50.0,2023-08-05,85
Fernando Padilla,Featherweight,1508.7,2-2-0,4,2,2,0,50.0,100.0,2024-12-14,86
Tatsuya Kawajiri,Featherweight,1508.5,3-3-0,6,3,3,0,50.0,33.3,2016-08-06,87
Rony Jason,Featherweight,1508.2,4-4-1,9,4,4,1,44.4,75.0,2017-03-11,88
Jeremy Kennedy,Featherweight,1507.2,2-1-0,3,2,1,0,66.7,0.0,2018-02-10,89
Chase Hooper,Featherweight,1506.3,3-3-0,6,3,3,0,50.0,100.0,2022-10-29,90
Melsik Baghdasaryan,Featherweight,1506.0,3-2-0,5,3,2,0,60.0,33.3,2025-02-22,91
Antonio Carvalho,Featherweight,1505.6,2-2-0,4,2,2,0,50.0,50.0,2013-03-16,92
Isaac Dulgarian,Featherweight,1505.5,2-2-0,4,2,2,0,50.0,100.0,2025-11-01,93
Nad Narimani,Featherweight,1505.1,2-1-0,3,2,1,0,66.7,0.0,2019-03-16,94
Lucas Martins,Featherweight,1504.9,2-2-0,4,2,2,0,50.0,50.0,2016-04-10,95
Josh Culibao,Featherweight,1504.9,3-3-1,7,3,3,1,42.9,33.3,2024-08-17,95
Dennis Siver,Featherweight,1504.4,4-3-1,8,4,3,1,50.0,0.0,2017-06-25,97
Thiago Tavares,Featherweight,1504.2,2-2-0,4,2,2,0,50.0,100.0,2016-07-08,98
Kaan Ofli,Featherweight,1503.2,2-2-0,4,2,2,0,50.0,50.0,2026-01-31,99
Brian Kelleher,Featherweight,1502.4,3-3-0,6,3,3,0,50.0,66.7,2022-03-05,100
Erik Koch,Featherweight,1502.2,2-2-0,4,2,2,0,50.0,50.0,2013-08-31,101
Godofredo Pepey,Featherweight,1501.5,5-6-0,11,5,6,0,45.5,80.0,2018-01-27,102
Dan Hooker,Featherweight,1500.1,3-4-0,7,3,4,0,42.9,100.0,2022-03-19,103
Billy Quarantillo,Featherweight,1499.9,5-5-0,10,5,5,0,50.0,80.0,2024-12-14,104
Mackens Semerzier,Featherweight,1499.7,1-1-1,3,1,1,1,33.3,100.0,2012-03-02,105
Levan Makashvili,Featherweight,1499.5,1-1-1,3,1,1,1,33.3,0.0,2016-01-30,106
Diego Nunes,Featherweight,1498.8,3-3-0,6,3,3,0,50.0,0.0,2013-01-19,107
Alex White,Featherweight,1497.0,2-2-0,4,2,2,0,50.0,50.0,2016-02-06,108
Jason Knight,Featherweight,1496.8,4-5-0,9,4,5,0,44.4,50.0,2018-11-03,109
Nate Landwehr,Featherweight,1496.8,5-5-0,10,5,5,0,50.0,60.0,2025-07-12,109
Jimy Hettes,Featherweight,1496.1,3-3-0,6,3,3,0,50.0,66.7,2015-04-18,111
Bill Algeo,Featherweight,1496.0,5-5-0,10,5,5,0,50.0,40.0,2024-07-20,112
Michael Johnson,Featherweight,1494.6,2-2-0,4,2,2,0,50.0,0.0,2019-03-30,113
Pablo Garza,Featherweight,1494.0,3-3-0,6,3,3,0,50.0,66.7,2013-04-06,114
Hacran Dias,Featherweight,1494.0,3-4-0,7,3,4,0,42.9,0.0,2016-10-01,114
Mike Wilkinson,Featherweight,1491.6,1-2-0,3,1,2,0,33.3,100.0,2016-02-27,116
JeongYeong Lee,Featherweight,1490.4,2-2-0,4,2,2,0,50.0,0.0,2025-05-10,117
Felipe Arantes,Featherweight,1489.3,3-4-1,8,3,4,1,37.5,33.3,2017-10-21,118
Dennis Buzukja,Featherweight,1488.5,1-2-0,3,1,2,0,33.3,100.0,2024-03-30,119
Manvel Gamburyan,Featherweight,1487.4,2-3-1,6,2,3,1,33.3,0.0,2014-05-10,120
Robert Whiteford,Featherweight,1486.9,2-3-0,5,2,3,0,40.0,50.0,2016-04-10,121
Shayilan Nuerdanbieke,Featherweight,1486.8,3-3-0,6,3,3,0,50.0,33.3,2024-06-15,122
Makwan Amirkhani,Featherweight,1486.6,7-7-0,14,7,7,0,50.0,71.4,2023-03-18,123
Myles Jury,Featherweight,1486.2,2-3-0,5,2,3,0,40.0,50.0,2019-02-17,124
Douglas Silva de Andrade,Featherweight,1486.1,1-2-0,3,1,2,0,33.3,0.0,2021-01-20,125
Renan Barao,Featherweight,1485.9,1-2-0,3,1,2,0,33.3,0.0,2019-11-16,126
Matt Sayles,Featherweight,1485.8,1-2-0,3,1,2,0,33.3,100.0,2019-12-07,127
Michael Trizano,Featherweight,1484.4,2-3-0,5,2,3,0,40.0,50.0,2022-11-12,128
Noad Lahat,Featherweight,1484.2,2-2-0,4,2,2,0,50.0,0.0,2016-02-06,129
Mike Brown,Featherweight,1483.5,2-3-0,5,2,3,0,40.0,0.0,2013-08-17,130
Jack Shore,Featherweight,1483.4,1-2-0,3,1,2,0,33.3,100.0,2024-11-02,131
Gabriel Benitez,Featherweight,1483.3,5-5-0,10,5,5,0,50.0,60.0,2022-02-19,132
Zhang Tiequan,Featherweight,1483.1,1-2-0,3,1,2,0,33.3,100.0,2012-02-25,133
Clay Collard,Featherweight,1483.1,1-2-0,3,1,2,0,33.3,0.0,2015-09-05,133
Maximo Blanco,Featherweight,1483.0,4-5-0,9,4,5,0,44.4,25.0,2016-09-17,135
Blake Bilder,Featherweight,1482.8,1-2-0,3,1,2,0,33.3,0.0,2024-02-03,136
Niklas Backstrom,Featherweight,1481.7,1-2-0,3,1,2,0,33.3,100.0,2015-06-20,137
Bogdan Grad,Featherweight,1481.7,1-2-0,3,1,2,0,33.3,100.0,2025-11-22,137
Ludovit Klein,Featherweight,1481.5,1-2-0,3,1,2,0,33.3,100.0,2021-10-16,139
Daniel Pineda,Featherweight,1480.7,5-8-1,14,5,8,1,35.7,100.0,2024-10-19,140
Omar Morales,Featherweight,1480.6,1-2-0,3,1,2,0,33.3,0.0,2021-09-25,141
Kevin Aguilar,Featherweight,1480.5,2-3-0,5,2,3,0,40.0,0.0,2021-05-15,142
Danny Henry,Featherweight,1479.4,1-2-0,3,1,2,0,33.3,100.0,2020-07-11,143
Katsunori Kikuno,Featherweight,1478.6,1-2-0,3,1,2,0,33.3,100.0,2015-09-26,144
Felipe Colares,Featherweight,1478.4,1-2-0,3,1,2,0,33.3,0.0,2022-05-21,145
Tiago dos Santos e Silva,Featherweight,1477.4,1-2-0,3,1,2,0,33.3,0.0,2016-12-09,146
Matt Grice,Featherweight,1477.1,1-2-0,3,1,2,0,33.3,0.0,2013-02-23,147
Akira Corassani,Featherweight,1476.9,3-3-0,6,3,3,0,50.0,0.0,2015-01-24,148
Jim Alers,Featherweight,1476.7,1-2-1,4,1,2,1,25.0,0.0,2016-07-23,149
Austin Lingo,Featherweight,1476.5,2-3-0,5,2,3,0,40.0,0.0,2023-07-15,150
Yizha,Featherweight,1476.1,1-3-0,4,1,3,0,25.0,100.0,2026-01-31,151
Sheymon Moraes,Featherweight,1475.4,2-3-0,5,2,3,0,40.0,0.0,2019-07-13,152
Danny Chavez,Featherweight,1474.8,1-2-1,4,1,2,1,25.0,0.0,2022-06-18,153
Kai Kamaka,Featherweight,1474.7,1-2-1,4,1,2,1,25.0,0.0,2021-07-31,154
Masio Fullen,Featherweight,1474.5,1-2-0,3,1,2,0,33.3,0.0,2016-01-30,155
Artem Lobov,Featherweight,1473.8,2-4-0,6,2,4,0,33.3,0.0,2018-10-27,156
Bobby Moffett,Featherweight,1473.6,0-2-1,3,0,2,1,0.0,0.0,2019-08-10,157
Kron Gracie,Featherweight,1473.2,1-3-0,4,1,3,0,25.0,100.0,2024-12-07,158
Mizuto Hirota,Featherweight,1472.6,1-3-1,5,1,3,1,20.0,0.0,2017-06-10,159
Gabriel Miranda,Featherweight,1472.4,1-2-0,3,1,2,0,33.3,100.0,2025-03-29,160
Nam Phan,Featherweight,1472.2,2-4-0,6,2,4,0,33.3,0.0,2012-12-08,161
Steven Peterson,Featherweight,1472.2,3-5-0,8,3,5,0,37.5,33.3,2023-03-25,161
Jeka Saragih,Featherweight,1471.3,1-2-0,3,1,2,0,33.3,100.0,2025-06-07,163
Mike Grundy,Featherweight,1471.1,1-3-0,4,1,3,0,25.0,100.0,2022-03-19,164
Eduardo Garagorri,Featherweight,1470.8,1-2-0,3,1,2,0,33.3,0.0,2020-11-07,165
Cole Miller,Featherweight,1469.5,3-6-1,10,3,6,1,30.0,66.7,2016-12-17,166
Phillipe Nover,Featherweight,1469.1,1-3-0,4,1,3,0,25.0,0.0,2017-02-11,167
Clay Guida,Featherweight,1468.6,3-4-0,7,3,4,0,42.9,0.0,2016-06-04,168
Humberto Bandenay,Featherweight,1467.6,1-3-0,4,1,3,0,25.0,100.0,2019-08-10,169
Francis Marshall,Featherweight,1467.6,1-3-0,4,1,3,0,25.0,100.0,2025-03-08,169
Chris Fishgold,Featherweight,1467.5,1-3-0,4,1,3,0,25.0,100.0,2020-07-15,171
Jordan Griffin,Featherweight,1467.5,1-4-0,5,1,4,0,20.0,100.0,2021-04-10,171
Jonathan Brookins,Featherweight,1467.4,1-3-0,4,1,3,0,25.0,100.0,2012-12-15,173
Christian Rodriguez,Featherweight,1467.0,2-4-0,6,2,4,0,33.3,0.0,2025-08-09,174
Bart Palaszewski,Featherweight,1466.5,1-3-0,4,1,3,0,25.0,100.0,2013-04-13,175
Mike de la Torre,Featherweight,1465.4,2-3-1,6,2,3,1,33.3,50.0,2017-04-08,176
Charles Rosa,Featherweight,1465.0,4-7-0,11,4,7,0,36.4,50.0,2022-07-23,177
Yaotzin Meza,Featherweight,1464.7,1-3-0,4,1,3,0,25.0,0.0,2016-02-27,178
Austin Arnett,Featherweight,1463.9,1-3-0,4,1,3,0,25.0,0.0,2019-02-09,179
Jarno Errens,Featherweight,1462.7,1-3-0,4,1,3,0,25.0,0.0,2024-08-10,180
Jason Young,Featherweight,1462.6,1-3-0,4,1,3,0,25.0,0.0,2012-09-29,181
Tucker Lutz,Featherweight,1462.4,1-3-0,4,1,3,0,25.0,0.0,2023-07-15,182
Darrick Minner,Featherweight,1462.2,2-4-0,6,2,4,0,33.3,50.0,2022-11-05,183
George Roop,Featherweight,1460.1,1-3-0,4,1,3,0,25.0,100.0,2012-01-28,184
Westin Wilson,Featherweight,1459.3,1-3-0,4,1,3,0,25.0,100.0,2025-08-23,185
Hatsu Hioki,Featherweight,1458.9,3-5-0,8,3,5,0,37.5,0.0,2015-05-09,186
Kyle Bochniak,Featherweight,1457.3,2-5-0,7,2,5,0,28.6,0.0,2019-10-18,187
Lucas Almeida,Featherweight,1456.2,2-4-0,6,2,4,0,33.3,50.0,2025-10-11,188
Mark Eddiva,Featherweight,1454.9,1-3-0,4,1,3,0,25.0,0.0,2016-03-19,189
Michihiro Omigawa,Featherweight,1454.8,1-4-0,5,1,4,0,20.0,0.0,2012-08-04,190
Shane Young,Featherweight,1454.7,2-4-0,6,2,4,0,33.3,50.0,2023-09-09,191
Ricardo Ramos,Featherweight,1454.4,4-6-0,10,4,6,0,40.0,50.0,2025-10-11,192
Rolando Dy,Featherweight,1454.1,1-3-0,4,1,3,0,25.0,0.0,2018-06-23,193
Mark Hominick,Featherweight,1453.8,1-4-0,5,1,4,0,20.0,100.0,2012-11-17,194
Alexander Hernandez,Featherweight,1452.5,0-3-0,3,0,3,0,0.0,0.0,2024-04-06,195
Brandon Davis,Featherweight,1452.2,1-4-0,5,1,4,0,20.0,0.0,2019-09-28,196
Daniel Teymur,Featherweight,1449.3,1-3-0,4,1,3,0,25.0,0.0,2019-12-14,197
TJ Brown,Featherweight,1448.6,2-5-0,7,2,5,0,28.6,50.0,2023-10-14,198
Lucas Alexander,Featherweight,1447.9,1-3-0,4,1,3,0,25.0,0.0,2025-02-01,199
Tom Niinimaki,Featherweight,1446.6,1-3-0,4,1,3,0,25.0,0.0,2014-12-20,200
BJ Penn,Featherweight,1444.8,0-3-0,3,0,3,0,0.0,0.0,2017-06-25,201
Sam Sicilia,Featherweight,1443.5,4-7-0,11,4,7,0,36.4,50.0,2017-02-19,202
Kurt Holobaugh,Featherweight,1443.2,0-3-0,3,0,3,0,0.0,0.0,2018-11-03,203
Estevan Payan,Featherweight,1441.1,0-3-0,3,0,3,0,0.0,0.0,2014-04-19,204
Mike Santiago,Featherweight,1438.7,0-3-0,3,0,3,0,0.0,0.0,2018-06-09,205
Martin Bravo,Featherweight,1436.1,0-3-0,3,0,3,0,0.0,0.0,2019-09-21,206
Herbert Burns,Featherweight,1433.2,1-4-0,5,1,4,0,20.0,100.0,2024-08-17,207
SeungWoo Choi,Featherweight,1432.7,4-7-0,11,4,7,0,36.4,25.0,2025-03-15,208
Connor Matthews,Featherweight,1430.6,0-3-0,3,0,3,0,0.0,0.0,2025-05-17,209
Leonard Garcia,Featherweight,1430.2,1-5-0,6,1,5,0,16.7,0.0,2013-04-27,210
Sean Soriano,Featherweight,1425.1,0-4-0,4,0,4,0,0.0,0.0,2021-11-20,211
Josh Grispi,Featherweight,1424.3,0-4-0,4,0,4,0,0.0,0.0,2013-02-16,212
Andy Ogle,Featherweight,1423.0,1-5-0,6,1,5,0,16.7,0.0,2015-01-24,213
Demetrious Johnson,Flyweight,1693.6,13-1-1,15,13,1,1,86.7,53.8,2018-08-04,1
Alexandre Pantoja,Flyweight,1665.2,14-4-0,18,14,4,0,77.8,57.1,2025-12-06,2
Joshua Van,Flyweight,1636.7,9-1-0,10,9,1,0,90.0,33.3,2025-12-06,3
Tatsuro Taira,Flyweight,1633.6,7-1-0,8,7,1,0,87.5,85.7,2025-12-06,4
Deiveson Figueiredo,Flyweight,1629.4,10-3-1,14,10,3,1,71.4,70.0,2023-01-21,5
Muhammad Mokaev,Flyweight,1624.0,7-0-0,7,7,0,0,100.0,57.1,2024-07-27,6
Kyoji Horiguchi,Flyweight,1616.8,8-1-0,9,8,1,0,88.9,25.0,2026-02-07,7
Brandon Moreno,Flyweight,1615.4,11-6-2,19,11,6,2,57.9,54.5,2025-12-06,8
Manel Kape,Flyweight,1612.4,7-3-0,10,7,3,0,70.0,71.4,2025-12-13,9
Henry Cejudo,Flyweight,1603.3,7-2-0,9,7,2,0,77.8,28.6,2019-01-19,10
Joseph Benavidez,Flyweight,1592.5,13-6-0,19,13,6,0,68.4,46.2,2021-03-06,11
Asu Almabayev,Flyweight,1579.3,6-1-0,7,6,1,0,85.7,33.3,2025-11-22,12
John Lineker,Flyweight,1577.4,6-2-0,8,6,2,0,75.0,66.7,2015-01-31,13
John Dodson,Flyweight,1569.8,5-2-0,7,5,2,0,71.4,60.0,2015-09-05,14
Andre Lima,Flyweight,1566.2,4-0-0,4,4,0,0,100.0,25.0,2025-03-15,15
Ray Borg,Flyweight,1563.8,6-3-0,9,6,3,0,66.7,33.3,2020-02-15,16
Tagir Ulanbekov,Flyweight,1561.6,6-2-0,8,6,2,0,75.0,33.3,2025-11-22,17
Dustin Ortiz,Flyweight,1556.8,8-6-0,14,8,6,0,57.1,50.0,2019-01-19,18
Brandon Royval,Flyweight,1553.9,7-5-0,12,7,5,0,58.3,57.1,2025-12-13,19
Jeff Molina,Flyweight,1551.8,3-0-0,3,3,0,0,100.0,33.3,2022-06-04,20
Kai Kara-France,Flyweight,1548.4,8-5-0,13,8,5,0,61.5,37.5,2025-06-28,21
Amir Albazi,Flyweight,1548.4,4-2-0,6,4,2,0,66.7,50.0,2026-02-07,21
Rafael Estevam,Flyweight,1548.1,3-0-0,3,3,0,0,100.0,0.0,2025-08-02,23
Sergio Pettis,Flyweight,1547.3,6-3-0,9,6,3,0,66.7,0.0,2019-09-21,24
Allan Nascimento,Flyweight,1542.4,3-1-0,4,3,1,0,75.0,33.3,2025-05-31,25
Charles Johnson,Flyweight,1541.6,7-5-0,12,7,5,0,58.3,42.9,2026-01-24,26
Bruno Silva,Flyweight,1541.5,5-4-0,9,5,4,0,55.6,100.0,2025-10-18,27
John Moraga,Flyweight,1541.0,8-6-0,14,8,6,0,57.1,62.5,2018-08-25,28
Askar Askarov,Flyweight,1538.2,3-1-1,5,3,1,1,60.0,0.0,2022-03-26,29
Jesus Aguilar,Flyweight,1536.5,4-2-0,6,4,2,0,66.7,50.0,2025-09-13,30
Jafel Filho,Flyweight,1536.0,3-2-0,5,3,2,0,60.0,100.0,2025-10-11,31
Jussier Formiga,Flyweight,1535.7,9-7-0,16,9,7,0,56.2,33.3,2020-06-06,32
Joseph Morales,Flyweight,1532.2,3-2-0,5,3,2,0,60.0,100.0,2025-11-08,33
Ali Bagautinov,Flyweight,1528.9,4-3-0,7,4,3,0,57.1,25.0,2016-11-19,34
Alex Perez,Flyweight,1528.9,6-6-0,12,6,6,0,50.0,83.3,2026-01-24,34
Sumudaerji,Flyweight,1528.0,4-2-0,6,4,2,0,66.7,25.0,2025-08-23,36
Edgar Chairez,Flyweight,1521.3,2-1-1,4,2,1,1,50.0,100.0,2025-03-29,37
Nate Maness,Flyweight,1518.1,2-1-0,3,2,1,0,66.7,50.0,2024-06-15,38
Ben Nguyen,Flyweight,1515.4,4-3-0,7,4,3,0,57.1,75.0,2018-12-01,39
HyunSung Park,Flyweight,1515.0,3-2-0,5,3,2,0,60.0,100.0,2025-10-18,40
Ronaldo Rodriguez,Flyweight,1514.4,2-1-0,3,2,1,0,66.7,50.0,2025-03-29,41
Paddy Holohan,Flyweight,1513.1,3-2-0,5,3,2,0,60.0,33.3,2015-10-24,42
Wilson Reis,Flyweight,1510.1,6-5-0,11,6,5,0,54.5,33.3,2019-04-13,43
Fredy Serrano,Flyweight,1510.1,2-2-0,4,2,2,0,50.0,100.0,2016-12-17,43
Matheus Nicolau,Flyweight,1509.8,6-4-0,10,6,4,0,60.0,16.7,2024-10-19,45
Lone'er Kavanagh,Flyweight,1507.9,2-1-0,3,2,1,0,66.7,0.0,2025-08-23,46
Steve Erceg,Flyweight,1507.7,3-3-0,6,3,3,0,50.0,33.3,2025-03-29,47
Yuta Sasaki,Flyweight,1507.5,3-3-0,6,3,3,0,50.0,100.0,2018-11-17,48
Raulian Paiva,Flyweight,1506.4,2-2-0,4,2,2,0,50.0,50.0,2020-07-11,49
Clayton Carpenter,Flyweight,1504.2,2-2-0,4,2,2,0,50.0,100.0,2025-10-11,50
Louis Smolka,Flyweight,1503.6,5-5-0,10,5,5,0,50.0,60.0,2017-12-30,51
David Dvorak,Flyweight,1501.7,3-3-0,6,3,3,0,50.0,33.3,2023-06-10,52
Jake Hadley,Flyweight,1498.1,2-3-0,5,2,3,0,40.0,100.0,2024-05-11,53
Francisco Figueiredo,Flyweight,1496.3,2-2-0,4,2,2,0,50.0,50.0,2022-08-20,54
Hector Sandoval,Flyweight,1496.0,2-2-0,4,2,2,0,50.0,50.0,2017-08-05,55
Jose Ochoa,Flyweight,1493.5,1-2-0,3,1,2,0,33.3,100.0,2025-07-26,56
Jarred Brooks,Flyweight,1492.8,2-2-0,4,2,2,0,50.0,0.0,2018-09-08,57
Chris Kelades,Flyweight,1491.4,2-2-0,4,2,2,0,50.0,0.0,2016-04-23,58
Louis Gaudinot,Flyweight,1490.8,1-2-1,4,1,2,1,25.0,100.0,2015-01-03,59
Ian McCall,Flyweight,1490.6,2-3-1,6,2,3,1,33.3,0.0,2015-01-31,60
Justin Scoggins,Flyweight,1488.9,4-4-0,8,4,4,0,50.0,25.0,2018-07-14,61
Felipe Bunes,Flyweight,1487.9,1-2-0,3,1,2,0,33.3,100.0,2025-08-02,62
Zach Makovsky,Flyweight,1487.7,3-4-0,7,3,4,0,42.9,0.0,2016-12-10,63
Alessandro Costa,Flyweight,1487.5,2-3-0,5,2,3,0,40.0,100.0,2025-09-13,64
Mitch Raposo,Flyweight,1486.1,1-2-0,3,1,2,0,33.3,0.0,2025-10-25,65
Neil Seery,Flyweight,1485.6,3-4-0,7,3,4,0,42.9,33.3,2017-07-16,66
Chico Camus,Flyweight,1485.5,1-2-0,3,1,2,0,33.3,0.0,2015-09-26,67
Tim Elliott,Flyweight,1484.0,8-11-0,19,8,11,0,42.1,12.5,2025-08-16,68
Darren Uyenoyama,Flyweight,1483.9,1-2-0,3,1,2,0,33.3,100.0,2013-12-14,69
Danny Martinez,Flyweight,1483.0,1-2-0,3,1,2,0,33.3,0.0,2015-11-14,70
Robert Sanchez,Flyweight,1482.9,1-2-0,3,1,2,0,33.3,100.0,2018-09-08,71
Brad Pickett,Flyweight,1482.7,1-2-0,3,1,2,0,33.3,0.0,2014-11-22,72
Rogerio Bontorin,Flyweight,1482.0,2-3-0,5,2,3,0,40.0,50.0,2022-01-15,73
Mark De La Rosa,Flyweight,1481.2,1-2-0,3,1,2,0,33.3,100.0,2020-02-15,74
Geane Herrera,Flyweight,1480.7,1-3-0,4,1,3,0,25.0,100.0,2016-11-26,75
Chris Cariaso,Flyweight,1479.9,4-5-0,9,4,5,0,44.4,25.0,2015-10-03,76
Bibulatov Magomed,Flyweight,1477.7,1-2-0,3,1,2,0,33.3,0.0,2019-02-02,77
Jon Delos Reyes,Flyweight,1477.3,1-2-0,3,1,2,0,33.3,100.0,2015-10-24,78
Yao Zhikui,Flyweight,1476.9,1-2-0,3,1,2,0,33.3,0.0,2016-11-26,79
Zarrukh Adashev,Flyweight,1476.5,1-2-0,3,1,2,0,33.3,0.0,2022-06-04,80
Matt Schnell,Flyweight,1476.2,6-6-0,12,6,6,0,50.0,33.3,2025-11-08,81
Felipe dos Santos,Flyweight,1473.2,1-3-0,4,1,3,0,25.0,0.0,2025-03-22,82
Eric Shelton,Flyweight,1472.7,2-4-0,6,2,4,0,33.3,0.0,2019-03-23,83
Ryan Benoit,Flyweight,1471.3,3-5-0,8,3,5,0,37.5,66.7,2021-07-31,84
Daniel Barez,Flyweight,1470.9,1-2-0,3,1,2,0,33.3,0.0,2025-03-15,85
Victor Altamirano,Flyweight,1469.4,2-4-0,6,2,4,0,33.3,50.0,2024-09-28,86
Azat Maksum,Flyweight,1468.1,1-3-0,4,1,3,0,25.0,0.0,2025-10-25,87
Josh Sampo,Flyweight,1467.8,1-3-0,4,1,3,0,25.0,100.0,2015-05-23,88
Carlos Hernandez,Flyweight,1467.7,3-4-0,7,3,4,0,42.9,0.0,2025-05-17,89
Kevin Borjas,Flyweight,1465.7,1-3-0,4,1,3,0,25.0,0.0,2025-08-23,90
Jimmy Flick,Flyweight,1465.3,2-4-0,6,2,4,0,33.3,100.0,2025-04-26,91
Jenel Lausa,Flyweight,1459.4,1-3-0,4,1,3,0,25.0,0.0,2018-06-23,92
Cody Durden,Flyweight,1457.7,5-6-0,11,5,6,0,45.5,20.0,2025-06-14,93
Phil Harris,Flyweight,1457.4,1-3-1,5,1,3,1,20.0,0.0,2014-07-19,94
Willie Gates,Flyweight,1456.6,1-3-0,4,1,3,0,25.0,100.0,2016-05-08,95
Alptekin Ozkilic,Flyweight,1455.8,1-3-0,4,1,3,0,25.0,0.0,2015-05-09,96
Scott Jorgensen,Flyweight,1455.1,1-3-0,4,1,3,0,25.0,0.0,2014-10-25,97
Richie Vaculik,Flyweight,1453.5,1-3-0,4,1,3,0,25.0,0.0,2015-11-14,98
Joby Sanchez,Flyweight,1451.7,1-3-0,4,1,3,0,25.0,0.0,2018-02-18,99
CJ Vergara,Flyweight,1451.5,3-5-0,8,3,5,0,37.5,33.3,2025-03-29,100
Tyson Nam,Flyweight,1449.4,1-5-0,6,1,5,0,16.7,100.0,2023-07-15,101
Malcolm Gordon,Flyweight,1448.5,2-4-0,6,2,4,0,33.3,50.0,2024-01-20,102
Luis Gurule,Flyweight,1444.7,0-3-0,3,0,3,0,0.0,0.0,2026-02-21,103
Ode Osbourne,Flyweight,1444.5,3-6-0,9,3,6,0,33.3,66.7,2026-02-21,104
Darrell Montague,Flyweight,1439.7,0-3-0,3,0,3,0,0.0,0.0,2015-07-12,105
Denys Bondar,Flyweight,1439.0,0-3-0,3,0,3,0,0.0,0.0,2024-02-24,106
Jordan Espinosa,Flyweight,1438.1,1-4-0,5,1,4,0,20.0,0.0,2021-03-06,107
Shannon Ross,Flyweight,1432.1,0-3-0,3,0,3,0,0.0,0.0,2023-12-09,108
Zhalgas Zhumagulov,Flyweight,1428.8,1-6-0,7,1,6,0,14.3,100.0,2023-06-24,109
Daniel Lacerda,Flyweight,1397.1,0-5-1,6,0,5,1,0.0,0.0,2024-02-24,110
Francis Ngannou,Heavyweight,1739.2,12-2-0,14,12,2,0,85.7,91.7,2022-01-22,1
Tom Aspinall,Heavyweight,1672.4,8-1-1,10,8,1,1,80.0,100.0,2025-10-25,2
Alexander Volkov,Heavyweight,1669.5,13-5-0,18,13,5,0,72.2,53.8,2025-10-25,3
Ciryl Gane,Heavyweight,1664.8,10-2-1,13,10,2,1,76.9,60.0,2025-10-25,4
Cain Velasquez,Heavyweight,1661.4,12-3-0,15,12,3,0,80.0,83.3,2019-02-17,5
Curtis Blaydes,Heavyweight,1655.3,14-5-1,20,14,5,1,70.0,57.1,2025-06-21,6
Stipe Miocic,Heavyweight,1651.7,14-5-0,19,14,5,0,73.7,64.3,2024-11-16,7
Waldo Cortes Acosta,Heavyweight,1647.6,10-2-0,12,10,2,0,83.3,50.0,2026-01-24,8
Sergei Pavlovich,Heavyweight,1631.1,8-3-0,11,8,3,0,72.7,75.0,2025-08-23,9
Fabricio Werdum,Heavyweight,1622.4,12-6-0,18,12,6,0,66.7,66.7,2020-07-25,10
Derrick Lewis,Heavyweight,1606.0,20-11-0,31,20,11,0,64.5,80.0,2026-01-24,11
Alistair Overeem,Heavyweight,1601.9,12-8-0,20,12,8,0,60.0,75.0,2021-02-06,12
Randy Couture,Heavyweight,1594.5,10-4-0,14,10,4,0,71.4,70.0,2010-08-28,13
Mark Kerr,Heavyweight,1588.2,4-0-0,4,4,0,0,100.0,100.0,1997-10-17,14
Tim Sylvia,Heavyweight,1587.7,9-4-0,13,9,4,0,69.2,55.6,2008-02-02,15
Jairzinho Rozenstruik,Heavyweight,1585.5,9-6-0,15,9,6,0,60.0,88.9,2025-02-01,16
Josh Barnett,Heavyweight,1584.9,6-3-0,9,6,3,0,66.7,83.3,2016-09-03,17
Jailton Almeida,Heavyweight,1584.6,6-3-0,9,6,3,0,66.7,83.3,2026-02-07,18
Marcin Tybura,Heavyweight,1578.9,14-9-0,23,14,9,0,60.9,42.9,2025-09-06,19
Marcos Rogerio de Lima,Heavyweight,1577.4,8-4-0,12,8,4,0,66.7,62.5,2024-02-17,20
Martin Buday,Heavyweight,1577.2,7-1-0,8,7,1,0,87.5,14.3,2025-07-26,21
Junior Dos Santos,Heavyweight,1575.5,15-8-0,23,15,8,0,65.2,66.7,2020-12-12,22
Daniel Cormier,Heavyweight,1575.4,4-2-0,6,4,2,0,66.7,50.0,2020-08-15,23
Valter Walker,Heavyweight,1574.6,4-1-0,5,4,1,0,80.0,100.0,2025-10-25,24
Pedro Rizzo,Heavyweight,1572.9,9-5-0,14,9,5,0,64.3,77.8,2003-11-21,25
Serghei Spivac,Heavyweight,1571.8,9-6-0,15,9,6,0,60.0,66.7,2026-02-21,26
Cheick Kongo,Heavyweight,1571.3,11-6-1,18,11,6,1,61.1,63.6,2013-04-27,27
Ricco Rodriguez,Heavyweight,1567.9,5-2-0,7,5,2,0,71.4,100.0,2003-11-21,28
